City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,bereeda,11.8704,51.0579,87.04,56,97,10.07,SO,1691614664
270,kununurra,-15.7667,128.7333,58.98,77,39,2.3,AU,1691614482
271,hamilton,39.1834,-84.5333,82.26,79,75,10.36,US,1691614664
272,nabire,-3.3667,135.4833,74.25,88,63,3.44,ID,1691614495
273,bumba,2.1833,22.4667,71.04,97,100,1.54,CD,1691614664
274,new norfolk,-42.7826,147.0587,55.92,79,100,6.02,AU,1691614665
275,horta,38.5333,-28.6333,76.64,89,20,11.5,PT,1691614665
276,tarrafal de sao nicolau,16.5667,-24.3667,78.42,71,99,17.4,CV,1691614665
277,afaahiti,-17.75,-149.2833,80.47,71,93,13.82,PF,1691614491
278,hammerfest,70.6634,23.6821,73.85,64,0,3.44,NO,1691614665
279,luderitz,-26.6481,15.1594,74.23,44,78,5.21,NA,1691614665
280,buala,-8.145,159.5921,78.91,86,98,7.16,SB,1691614666
281,shalqar,47.8333,59.6,75.92,43,0,14.27,KZ,1691614666
282,sugarcreek,41.4215,-79.8812,82.89,57,20,8.05,US,1691614666
283,cockburn town,21.4612,-71.1419,84.25,84,82,17.34,TC,1691614666
284,gwanda,-20.9333,29.0,51.62,61,4,4.45,ZW,1691614667
285,syas'stroy,60.1367,32.5691,60.1,96,100,4.54,RU,1691614668
286,warrenton,-28.114,24.8475,52.41,35,0,14.2,ZA,1691614668
287,naze,28.3667,129.4833,77.92,89,63,11.7,JP,1691614668
288,alpena,45.0617,-83.4327,86.32,43,0,11.5,US,1691614668
289,sao jose da coroa grande,-8.8978,-35.1478,75.06,75,6,10.29,BR,1691614669
290,san salvador de jujuy,-24.1946,-65.2971,67.53,24,0,5.32,AR,1691614669
291,arno,60.1167,18.6333,58.78,76,100,15.39,SE,1691614669
292,flin flon,54.7682,-101.865,66.04,42,20,6.91,CA,1691614669
293,zhob,31.3411,69.4481,85.06,37,89,2.59,PK,1691614669
294,penzance,50.1186,-5.5371,61.48,92,2,10.25,GB,1691614670
295,tanout,14.9709,8.8879,88.74,44,0,7.43,NE,1691614670
296,eydhafushi,5.1033,73.0708,82.02,79,100,14.2,MV,1691614670
297,kapa'a,22.0752,-159.319,86.32,68,75,19.57,US,1691614670
298,salahonda,2.1019,-78.7217,80.83,81,24,13.09,CO,1691614670
299,aripuana,-9.1667,-60.6333,94.39,31,91,0.65,BR,1691614671
300,fada,9.5667,8.3,68.16,97,66,2.48,NG,1691614538
301,constantia,44.1833,28.65,63.7,64,1,9.51,RO,1691614540
302,flat river,37.8501,-90.5168,75.65,88,100,10.36,US,1691614671
303,imphal,24.8167,93.95,71.13,99,98,1.16,IN,1691614671
304,arys,42.4252,68.795,82.83,31,0,5.59,KZ,1691614672
305,mucumpiz,8.4167,-71.1333,65.39,76,76,3.67,VE,1691614575
306,quellon,-43.1167,-73.6167,52.05,93,75,21.85,CL,1691614513
307,san patricio,28.017,-97.5169,103.17,44,0,21.52,US,1691614672
308,mokhotlong,-29.2894,29.0675,41.38,80,0,3.2,LS,1691614672
309,ta`u,-14.2336,-169.5144,80.78,74,7,9.91,AS,1691614672
310,lerwick,60.1545,-1.1494,51.8,71,95,23.42,GB,1691614583
311,whakatane,-37.9585,176.9854,46.78,98,72,1.01,NZ,1691614673
312,alofi,-19.0595,-169.9187,80.49,83,20,4.61,NU,1691614673
313,bel ombre,-4.6167,55.4167,78.64,78,20,5.75,SC,1691614673
314,imbituba,-28.24,-48.6703,65.86,96,100,12.71,BR,1691614673
315,avarua,-21.2078,-159.775,75.25,69,75,18.41,CK,1691614674
316,iguape,-24.7081,-47.5553,67.17,92,100,14.25,BR,1691614674
317,uyuni,-20.4597,-66.825,50.32,19,0,10.02,BO,1691614674
318,miyako,39.6367,141.9525,77.92,92,13,11.25,JP,1691614674
319,chilaw,7.5758,79.7953,78.82,88,100,14.76,LK,1691614675
320,yaren,-0.5472,166.916,82.44,75,51,6.2,NR,1691614675
321,mount pearl,47.5166,-52.7813,57.96,84,75,13.8,CA,1691614540
322,imperatriz,-5.5264,-47.4917,95.05,41,40,2.3,BR,1691614515
323,shimoda,34.6667,138.95,77.11,86,55,10.83,JP,1691614546
324,tobruk,32.0836,23.9764,79.59,69,0,12.86,LY,1691614676
325,posse,-14.0931,-46.3694,81.37,29,0,7.14,BR,1691614676
326,evinayong,1.4368,10.5512,68.52,94,80,1.63,GQ,1691614676
327,fort bragg,35.139,-79.006,92.93,41,20,10.36,US,1691614676
328,khilok,51.3674,110.4676,62.85,99,100,5.12,RU,1691614676
329,shimo-furano,43.35,142.3833,75.83,97,70,3.47,JP,1691614676
330,northam,51.0333,-4.2167,65.25,94,85,4.38,GB,1691614677
331,akureyri,65.6835,-18.0878,48.13,76,40,10.36,IS,1691614677
332,kidal,18.4411,1.4078,96.58,30,100,7.74,ML,1691614677
333,lebu,-37.6167,-73.65,53.08,94,100,23.67,CL,1691614677
334,alva,56.1528,-3.8051,63.66,86,79,5.17,GB,1691614677
335,guerrero negro,27.9769,-114.0611,82.08,58,13,17.65,MX,1691614507
336,rymarov,49.9318,17.2718,52.25,94,7,2.62,CZ,1691614678
337,westport,41.1415,-73.3579,87.28,47,40,11.01,US,1691614530
338,akjoujt,19.6969,-14.4164,96.3,22,2,15.93,MR,1691614678
339,colac,-38.3333,143.5833,47.84,94,41,9.24,AU,1691614678
340,rathgar,53.3146,-6.275,72.27,84,75,5.75,IE,1691614678
341,port saint john's,-31.6229,29.5448,63.41,82,97,10.87,ZA,1691614498
342,gutao,37.2025,112.1781,71.24,82,48,2.86,CN,1691614522
343,brynamman,51.8,-3.8667,64.54,87,43,1.83,GB,1691614679
344,enriquillo,17.9,-71.2333,92.88,69,8,11.5,DO,1691614679
345,taroudant,30.4703,-8.877,84.4,43,80,2.15,MA,1691614679
346,charters towers,-20.1,146.2667,54.97,91,18,7.76,AU,1691614679
347,kudymkar,59.0173,54.656,56.62,77,25,4.9,RU,1691614680
348,santa ana,33.7456,-117.8678,94.41,66,75,12.66,US,1691614585
349,caleta de carquin,-11.0925,-77.6267,70.43,69,35,10.71,PE,1691614680
350,maun,-19.9833,23.4167,64.36,20,0,6.91,BW,1691614680
351,abhar,36.1468,49.218,67.89,62,0,5.26,IR,1691614680
352,prachuap khiri khan,12.2167,99.75,74.16,85,96,3.89,TH,1691614680
353,antsiranana,-12.2787,49.2917,71.64,79,1,11.59,MG,1691614681
354,antofagasta,-23.65,-70.4,63.68,75,36,5.01,CL,1691614681
355,jaisinghnagar,23.7,81.3833,75.65,86,100,5.64,IN,1691614681
356,port blair,11.6667,92.75,82.44,83,75,5.75,IN,1691614538
357,anton lizardo,19.05,-95.9833,91.22,69,48,9.73,MX,1691614681
358,benjamin constant,-4.3831,-70.0311,89.73,66,20,3.44,BR,1691614398
359,al jawf,29.5,38.75,87.94,21,0,4.85,SA,1691614682
360,qinnan,33.2531,119.9133,71.35,88,15,6.46,CN,1691614682
361,maragogi,-9.0122,-35.2225,74.95,76,7,10.29,BR,1691614682
362,turpan,42.9333,89.1667,90.66,27,30,3.47,CN,1691614682
363,belaya kholunitsa,58.84,50.8528,61.75,86,20,2.91,RU,1691614683
364,sampit,-2.5333,112.95,71.64,92,17,2.33,ID,1691614600
365,kaa-khem,51.6833,94.7333,61.18,93,100,1.99,RU,1691614683
366,abalak,58.1286,68.5944,59.16,90,100,7.43,RU,1691614683
367,portel,-1.9356,-50.8211,86.38,59,61,6.42,BR,1691614683
368,harstad,68.799,16.5293,65.25,76,29,6.24,NO,1691614684
369,xilitla,21.3333,-98.9667,95.2,43,33,7.34,MX,1691614684
370,hermantown,46.8069,-92.2383,74.37,55,40,8.05,US,1691614684
371,la malbaie,47.6575,-70.1559,69.82,90,100,4.16,CA,1691614684
372,la porte,29.6658,-95.0194,103.17,61,75,13.8,US,1691614684
373,shushenskoye,53.325,91.9356,64.54,63,99,5.64,RU,1691614685
374,aldinga beach,-35.2793,138.4604,53.67,84,1,10.04,AU,1691614685
375,las palmas de gran canaria,28.0997,-15.4134,78.93,57,20,28.77,ES,1691614685
376,mana,5.6592,-53.7767,81.14,79,56,12.91,GF,1691614685
377,palapag,12.5458,125.1147,79.45,87,100,8.84,PH,1691614685
378,puerto baquerizo moreno,-0.9,-89.6,81.59,69,75,14.97,EC,1691614417
379,sola,-13.8833,167.55,73.36,85,100,23.04,VU,1691614686
380,mili,6.0815,171.735,82.22,73,78,3.36,MH,1691614686
381,troitsko-pechorsk,62.7084,56.1964,55.87,76,26,4.34,RU,1691614686
382,kolonia town,6.964,158.206,81.82,79,97,10.83,FM,1691614686
383,heihe,50.2441,127.4902,64.98,98,99,6.87,CN,1691614501
384,ingeniero jacobacci,-41.3427,-69.5448,50.56,60,100,21.59,AR,1691614687
385,jand,33.4299,72.0193,94.66,43,27,6.58,PK,1691614687
386,semdinli,37.3051,44.5742,75.22,25,0,7.31,TR,1691614687
387,qui nhon,13.7667,109.2333,82.04,71,69,8.23,VN,1691614687
388,gisborne,-38.6533,178.0042,49.21,72,100,9.66,NZ,1691614688
389,berdigestyakh,62.0989,126.6992,55.99,65,16,6.96,RU,1691614688
390,san luis ixcan,15.7872,-91.095,92.3,46,22,4.56,GT,1691614688
391,tame,6.461,-71.73,84.15,75,83,3.2,CO,1691614688
392,san julian,21.0167,-102.1667,81.05,34,19,2.71,MX,1691614688
393,sao joao da barra,-21.6403,-41.0511,73.49,82,69,12.84,BR,1691614419
394,maroantsetra,-15.4333,49.7333,69.84,87,75,4.32,MG,1691614689
395,lhokseumawe,5.1801,97.1507,77.18,86,96,3.67,ID,1691614689
396,port-vila,-17.7338,168.3219,69.4,64,100,5.75,VU,1691614689
397,reuleuet,5.2167,96.2833,77.85,80,81,3.22,ID,1691614689
398,khovd,48.0056,91.6419,63.66,60,100,2.15,MN,1691614690
399,mejit,10.2753,170.8646,82.04,71,85,10.71,MH,1691614690
400,vlahita,46.35,25.5167,57.31,55,100,4.07,RO,1691614690
401,pangody,65.85,74.4859,50.0,71,85,19.8,RU,1691614690
402,eagle point,42.4726,-122.8028,90.73,31,0,7.0,US,1691614690
403,kodinsk,58.6881,99.1844,56.75,89,42,3.4,RU,1691614691
404,aldan,58.6031,125.3894,58.3,81,92,8.43,RU,1691614691
405,porbandar,21.6422,69.6093,80.42,83,100,18.52,IN,1691614691
406,island harbour,50.724,-1.2758,64.15,88,0,3.65,GB,1691614691
407,merizo village,13.2658,144.6691,79.36,95,100,18.21,GU,1691614691
408,gunjur,13.2019,-16.7339,80.67,78,40,5.75,GM,1691614692
409,bridlington,54.0831,-0.1919,60.73,84,61,1.99,GB,1691614692
410,port lincoln,-34.7333,135.8667,51.73,69,70,10.13,AU,1691614692
411,ebon,4.582,168.6964,81.21,78,100,5.28,MH,1691614692
412,al burayqah,30.4062,19.5739,79.79,65,0,17.52,LY,1691614692
413,spinetta marengo,44.8862,8.6829,69.51,75,28,5.95,IT,1691614693
414,shelekhov,52.2139,104.1,64.78,98,100,4.88,RU,1691614693
415,zyryanovsk,49.7386,84.2719,56.12,89,20,2.26,KZ,1691614693
416,nizhniy odes,63.6445,54.856,57.43,66,4,3.67,RU,1691614693
417,pihuamo,19.2499,-103.3828,87.08,65,9,5.97,MX,1691614694
418,napanee,44.2501,-76.9494,82.31,58,9,13.47,CA,1691614595
419,baruun-urt,46.6806,113.2792,60.39,72,74,6.78,MN,1691614694
420,hudiksvall,61.729,17.1036,55.42,89,82,9.73,SE,1691614694
421,poronaysk,49.2167,143.1167,58.46,92,100,3.09,RU,1691614694
422,bandarbeyla,9.4942,50.8122,75.58,84,98,28.72,SO,1691614530
423,raichur,16.2,77.3667,81.07,65,100,13.2,IN,1691614695
424,dem'yanovo,60.3511,47.0842,62.11,91,12,3.65,RU,1691614695
425,araucaria,-25.5931,-49.4103,58.01,99,100,3.31,BR,1691614636
426,sydney mines,46.2367,-60.2177,67.03,92,100,23.02,CA,1691614696
427,hovd,48.0056,91.6419,63.66,60,100,2.15,MN,1691614696
428,penaranda de bracamonte,40.9011,-5.2003,78.87,27,1,11.03,ES,1691614696
429,balykshi,47.0667,51.8667,80.6,28,0,11.18,KZ,1691614696
430,happy valley-goose bay,53.3168,-60.3315,62.91,82,100,9.22,CA,1691614696
431,berezovyy,51.6667,135.7,56.48,84,32,1.5,RU,1691614590
432,anguera,-12.151,-39.2453,71.31,73,61,7.87,BR,1691614697
433,biltine,14.5333,20.9167,74.98,84,100,15.35,TD,1691614697
434,nago,26.5881,127.9761,79.65,91,33,5.75,JP,1691614697
435,sarina,-21.4333,149.2167,61.61,1,12,6.33,AU,1691614697
436,kapit,2.0167,112.9333,72.3,99,62,0.81,MY,1691614698
437,cestos city,5.46,-9.5828,77.41,82,100,14.74,LR,1691614698
438,zhanibek,49.4167,46.85,81.73,29,38,11.03,KZ,1691614698
439,kiunga,-6.1219,141.2906,71.55,88,100,3.67,PG,1691614602
440,sagarejo,41.734,45.3315,81.03,46,0,5.73,GE,1691614698
441,george town,5.4112,100.3354,80.02,93,40,9.22,MY,1691614601
442,chistopol',55.3631,50.6424,66.94,60,0,4.72,RU,1691614699
443,north bend,43.4065,-124.2243,82.24,64,20,11.5,US,1691614699
444,conde,-7.2597,-34.9075,78.26,73,20,13.8,BR,1691614699
445,guinticgan,11.5641,123.1236,80.04,83,45,7.11,PH,1691614699
446,akrehamn,59.2667,5.1833,54.0,76,75,18.41,NO,1691614700
447,newman,37.3138,-121.0208,91.24,14,0,8.66,US,1691614523
448,hobyo,5.3505,48.5268,76.57,83,85,23.58,SO,1691614700
449,barcelos,41.5388,-8.6151,68.85,91,18,1.59,PT,1691614700
450,lakatoro,-16.0999,167.4164,69.85,79,97,13.69,VU,1691614701
451,turkmenabat,39.0733,63.5786,84.18,34,0,11.5,TM,1691614701
452,palau,7.503,134.621,80.01,82,83,14.54,PW,1691614701
453,val-d'or,48.1002,-77.7828,73.49,60,75,3.44,CA,1691614502
454,karmaskaly,54.3709,56.1837,60.71,75,2,3.96,RU,1691614701
455,pechora,65.1472,57.2244,59.76,70,100,4.45,RU,1691614702
456,sao tome,0.3365,6.7273,76.01,82,43,7.2,ST,1691614702
457,sovetskiy,61.3614,63.5842,58.91,61,93,5.82,RU,1691614702
458,forest city,28.6668,-81.4433,101.19,49,40,10.36,US,1691614645
459,kayangel,8.0823,134.7173,81.3,79,51,15.86,PW,1691614702
460,belle chasse,29.8549,-89.9906,99.0,56,75,16.11,US,1691614702
461,port sudan,19.6175,37.2164,94.64,30,9,5.77,SD,1691614462
462,preobrazheniye,42.9019,133.9064,65.82,98,100,11.99,RU,1691614703
463,mstsislaw,54.0192,31.7257,56.3,66,72,4.14,BY,1691614703
464,esperantinopolis,-4.8667,-44.7083,88.45,44,15,6.58,BR,1691614703
465,port isabel,26.0734,-97.2086,100.49,55,20,25.32,US,1691614418
466,thunder bay,48.4001,-89.3168,75.11,38,40,13.8,CA,1691614704
467,bubaque,11.2833,-15.8333,81.03,82,74,7.02,GW,1691614704
468,baruni,25.4833,85.9833,78.21,91,100,9.66,IN,1691614704
469,gizo,-8.103,156.8419,79.36,82,99,22.82,SB,1691614704
470,zyrya,40.3661,50.2917,82.49,58,0,7.0,AZ,1691614704
471,hurghada,27.2574,33.8129,93.24,13,0,9.22,EG,1691614576
472,kruisfontein,-34.0033,24.7314,58.89,91,0,8.16,ZA,1691614705
473,bodo,67.28,14.405,65.77,60,0,13.8,NO,1691614705
474,takoradi,4.8845,-1.7554,75.24,85,75,10.58,GH,1691614705
475,fort mcmurray,56.7268,-111.381,58.59,94,100,11.5,CA,1691614705
476,woodlake,37.4211,-77.6793,88.84,52,0,4.61,US,1691614705
477,golyshmanovo,56.3979,68.3728,60.12,89,94,6.11,RU,1691614706
478,kwaksan,39.6875,125.0828,73.33,91,100,5.59,KP,1691614706
479,dryden,49.7833,-92.7503,64.69,59,75,8.05,CA,1691614706
480,egilsstadir,65.2653,-14.3948,48.11,76,75,3.44,IS,1691614706
481,amurrio,43.05,-3.0,89.35,86,66,4.72,ES,1691614706
482,inongo,-1.95,18.2667,72.95,73,70,6.15,CD,1691614707
483,fenoarivo be,-18.4333,46.5667,57.31,83,17,5.5,MG,1691614707
484,moche,-8.1711,-79.0092,71.78,83,75,8.05,PE,1691614707
485,fray luis beltran,-39.3167,-65.7667,64.53,30,100,18.12,AR,1691614707
486,malakanagiri,18.35,81.9,75.52,90,90,0.31,IN,1691614708
487,ramgarh,23.6333,85.5167,76.55,82,91,3.65,IN,1691614708
488,vila velha,-20.3297,-40.2925,73.35,88,75,8.05,BR,1691614518
489,forster,-32.1667,152.5167,49.69,63,84,6.4,AU,1691614558
490,venezuela,8.0,-66.0,88.92,63,91,5.35,VE,1691614634
491,hami,42.8,93.45,82.85,29,5,16.62,CN,1691614709
492,senador jose porfirio,-2.5908,-51.9542,88.03,55,53,5.37,BR,1691614709
493,kisangani,0.5167,25.2,72.7,93,68,2.28,CD,1691614709
494,swakopmund,-22.6833,14.5333,56.25,89,68,1.01,NA,1691614709
495,leava,-14.3,-178.1667,81.18,75,22,8.34,WF,1691614709
496,phang nga,8.4509,98.5298,77.04,94,96,2.35,TH,1691614709
497,duobao,30.67,112.6895,76.08,81,36,6.89,CN,1691614710
498,pahrump,36.2083,-115.9839,94.5,12,32,3.0,US,1691614710
499,ha'il,27.5219,41.6907,91.42,16,0,9.22,SA,1691614710
500,luanda,-8.8368,13.2343,69.8,83,4,8.05,AO,1691614710
501,el hadjira,32.6134,5.5126,97.43,17,0,6.91,DZ,1691614554
502,verkhnevilyuysk,63.4453,120.3167,55.71,67,0,5.91,RU,1691614711
503,sihanoukville,10.6093,103.5296,82.35,89,40,4.61,KH,1691614711
504,corte,42.25,9.25,67.96,57,8,5.17,FR,1691614711
505,waingapu,-9.6567,120.2641,71.76,87,34,8.84,ID,1691614711
506,geraldton,-28.7667,114.6,48.61,87,40,8.05,AU,1691614474
507,hargeysa,9.56,44.065,71.24,56,100,24.07,SO,1691614712
508,kollam,8.8833,76.6,77.47,91,96,7.54,IN,1691614712
509,broome,42.2506,-75.833,79.2,67,100,8.05,US,1691614712
510,constantine,36.365,6.6147,74.61,49,0,5.75,DZ,1691614712
511,solnechnyy,50.7214,136.6319,56.95,83,100,5.86,RU,1691614712
512,grand falls-windsor,48.9332,-55.6649,61.5,82,100,1.01,CA,1691614539
513,santana,-0.0583,-51.1817,89.78,70,40,13.8,BR,1691614713
514,castillos,-34.1667,-53.8333,59.04,85,58,12.71,UY,1691614713
515,siwa oasis,29.2041,25.5195,89.37,28,0,6.93,EG,1691614713
516,mirnyy,62.5353,113.9611,62.24,88,97,4.0,RU,1691614713
517,chagoda,59.164,35.3285,60.53,97,100,2.08,RU,1691614680
518,freguesia do ribeirao da ilha,-27.7177,-48.5627,65.84,95,100,8.05,BR,1691614714
519,petropavlovka,50.6114,105.3196,61.43,94,45,3.24,RU,1691614714
520,nagqu,31.5,92.0,42.67,80,72,3.69,CN,1691614513
521,portage,41.1667,-81.1998,83.75,59,90,1.99,US,1691614714
522,igarka,67.4667,86.5833,55.78,96,97,6.06,RU,1691614714
523,metairie,29.9841,-90.1528,98.58,58,75,12.66,US,1691614467
524,weno,7.4515,151.8468,78.75,100,40,0.0,FM,1691614495
525,al 'amarah,31.8406,47.1396,103.28,11,5,7.52,IQ,1691614715
526,ginir,7.1333,40.7,59.67,73,45,10.54,ET,1691614715
527,viedma,-40.8135,-62.9967,62.83,31,96,15.48,AR,1691614534
528,galle,6.0367,80.217,79.34,86,100,8.12,LK,1691614715
529,rongelap,11.1635,166.8941,82.22,76,41,6.38,MH,1691614715
530,jayapura,-2.5333,140.7,74.59,93,84,5.26,ID,1691614716
531,griffith,41.5284,-87.4237,79.29,69,0,3.44,US,1691614716
532,hirara,24.8,125.2833,82.26,100,77,4.61,JP,1691614716
533,sao miguel do araguaia,-13.275,-50.1628,90.59,21,2,5.28,BR,1691614716
534,kitimat,54.0524,-128.6534,62.91,72,100,7.0,CA,1691614550
535,kamyzyak,46.11,48.0736,86.02,42,40,8.95,RU,1691614717
536,lindsay,36.203,-119.0882,96.01,27,0,5.75,US,1691614717
537,saint-paul,-21.0096,55.2707,69.89,88,43,1.01,RE,1691614717
538,beledweyne,4.7358,45.2036,75.88,69,63,18.84,SO,1691614717
539,camargo,27.6667,-105.1667,99.63,15,4,5.12,MX,1691614555
